generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,56,0.000000,49,48.645561,4.864556,2366.390642,100,11
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,68,0.000000,21,47.463285,5.088598,2252.763466,87,2
2,0,0.000000,0.000000,0,66,0.000000,66,58.699106,5.929505,3445.585002,98,3
2,1,0.000000,0.500000,0,59,0.000000,56,57.644972,5.764497,3322.942844,100,3
2,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
2,3,0.500000,0.500000,0,74,0.000000,74,72.473766,7.247377,5252.446810,100,2
3,0,0.000000,0.000000,0,66,0.000000,66,66.895585,6.689559,4475.019305,100,1
3,1,0.000000,0.500000,0,69,0.000000,69,68.652413,6.865241,4713.153774,100,2
3,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
3,3,0.500000,0.500000,0,74,0.000000,74,74.362854,7.436285,5529.833982,100,1
4,0,0.000000,0.000000,0,73,0.000000,66,69.976172,6.997617,4896.664689,100,2
4,1,0.000000,0.500000,0,69,0.000000,69,69.928309,6.992831,4889.968355,100,1
4,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
4,3,0.500000,0.500000,0,74,0.000000,74,74.362854,7.436285,5529.833982,100,1
5,0,0.000000,0.000000,0,74,0.000000,73,73.311084,7.331108,5374.514997,100,2
5,1,0.000000,0.500000,0,69,0.000000,69,69.928309,6.992831,4889.968355,100,1
5,2,0.500000,0.000000,0,4,0.000000,4,4.407171,0.629596,19.423152,49,1
5,3,0.500000,0.500000,0,74,0.000000,74,74.362854,7.436285,5529.833982,100,1
6,0,0.000000,0.000000,0,74,0.000000,74,74.593065,7.459306,5564.125280,100,1
6,1,0.000000,0.500000,0,75,0.000000,75,73.861931,7.386193,5455.584898,100,2
6,2,0.500000,0.000000,0,4,0.000000,4,4.407171,0.440717,19.423152,100,1
6,3,0.500000,0.500000,0,74,0.000000,74,74.362854,7.436285,5529.833982,100,1
7,0,0.000000,0.000000,0,74,0.000000,74,74.593065,7.459306,5564.125280,100,1
7,1,0.000000,0.500000,0,75,0.000000,75,75.127383,7.512738,5644.123745,100,1
7,2,0.500000,0.000000,0,4,0.000000,4,4.407171,0.440717,19.423152,100,1
7,3,0.500000,0.500000,0,74,0.000000,74,74.362854,7.436285,5529.833982,100,1
8,0,0.000000,0.000000,0,74,0.000000,74,74.593065,7.459306,5564.125280,100,1
8,1,0.000000,0.500000,0,75,0.000000,75,75.127383,7.512738,5644.123745,100,1
8,2,0.500000,0.000000,0,4,0.000000,4,4.407171,0.440717,19.423152,100,1
8,3,0.500000,0.500000,0,74,0.000000,74,74.362854,7.436285,5529.833982,100,1
