generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,54,0.000000,54,52.535792,5.280046,2760.009419,99,6
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,76,0.000000,36,58.716847,5.871685,3447.668139,100,2
2,0,0.000000,0.000000,0,62,0.000000,35,43.890365,4.411148,1926.364134,99,14
2,1,0.000000,0.500000,0,62,0.000000,54,54.617985,5.461799,2983.124318,100,2
2,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
2,3,0.500000,0.500000,0,84,0.000000,76,77.393686,7.739369,5989.782575,100,2
3,0,0.000000,0.000000,0,62,0.000000,62,62.541053,6.254105,3911.383306,100,1
3,1,0.000000,0.500000,0,62,0.000000,62,62.702738,6.270274,3931.633362,100,1
3,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
3,3,0.500000,0.500000,0,84,0.000000,84,84.554040,8.455404,7149.385727,100,1
4,0,0.000000,0.000000,0,62,0.000000,62,62.541053,6.254105,3911.383306,100,1
4,1,0.000000,0.500000,0,62,0.000000,62,62.702738,6.270274,3931.633362,100,1
4,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
4,3,0.500000,0.500000,0,84,0.000000,84,84.554040,8.455404,7149.385727,100,1
5,0,0.000000,0.000000,0,62,0.000000,62,62.541053,6.254105,3911.383306,100,1
5,1,0.000000,0.500000,0,62,0.000000,62,62.702738,6.270274,3931.633362,100,1
5,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
5,3,0.500000,0.500000,0,84,0.000000,84,84.554040,8.455404,7149.385727,100,1
6,0,0.000000,0.000000,0,62,0.000000,62,62.541053,6.254105,3911.383306,100,1
6,1,0.000000,0.500000,0,62,0.000000,62,62.702738,6.270274,3931.633362,100,1
6,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
6,3,0.500000,0.500000,0,84,0.000000,84,84.554040,8.455404,7149.385727,100,1
7,0,0.000000,0.000000,0,62,0.000000,62,62.541053,6.254105,3911.383306,100,1
7,1,0.000000,0.500000,0,62,0.000000,62,62.702738,6.270274,3931.633362,100,1
7,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
7,3,0.500000,0.500000,0,84,0.000000,84,84.554040,8.455404,7149.385727,100,1
8,0,0.000000,0.000000,0,62,0.000000,62,62.541053,6.254105,3911.383306,100,1
8,1,0.000000,0.500000,0,62,0.000000,62,62.702738,6.270274,3931.633362,100,1
8,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
8,3,0.500000,0.500000,0,84,0.000000,84,84.554040,8.455404,7149.385727,100,1
