generation,resource_type,initial_x_pos, initial_y_pos, final_x_pos, final_y_pos, distance, isCollected
0,1,8.600000, -3.100000,8.045094, -8.770143,5.697239,1
0,1,7.900000, 1.100000,7.899680, 1.100038,0.009853,0
0,1,3.300000, -1.700000,3.233945, -8.618051,6.918373,1
0,1,5.600000, 1.600000,4.640271, -8.579014,10.224162,1
0,1,-5.100000, -5.400000,-4.796535, -8.528939,3.143636,1
0,1,-4.000000, -6.400000,-4.266128, -6.456003,0.272124,0
0,1,-4.400000, -4.700000,-5.258805, -8.525565,3.920790,1
0,1,-1.100000, -3.200000,-1.318226, -8.529995,5.334469,1
0,1,-7.900000, -3.100000,-8.112881, -8.525910,5.430094,1
0,1,-0.500000, -4.600000,-0.500925, -4.599921,0.009892,0
0,2,1.300000, 0.200000,1.300456, 0.200029,0.009944,0
0,2,2.500000, -5.000000,-0.019496, -6.946300,3.183714,0
0,2,-0.100000, 9.500000,-1.398624, -5.469614,15.025839,0
0,2,-2.200000, 3.400000,-2.246984, 2.891955,0.510307,0
0,2,-0.500000, -0.600000,-0.499447, -0.600003,0.009953,0
0,2,-7.700000, 6.600000,-9.460135, 5.891113,1.897550,0
0,2,-8.800000, -5.000000,-8.799246, -4.999957,0.009963,0
0,2,-1.700000, -0.600000,-1.931228, -3.702965,3.114070,0
0,2,2.200000, 4.200000,2.167033, 4.324763,0.129426,0
0,2,-9.000000, 4.900000,-7.679272, 4.212667,1.488909,0
0,3,6.400000, 5.500000,6.403585, 5.489265,0.015019,0
0,3,0.400000, 4.700000,0.400275, 4.699886,0.009949,0
0,3,8.300000, 2.700000,6.245098, 3.578583,2.234866,0
0,3,-3.100000, 8.200000,-3.104753, 8.209655,0.014573,0
0,3,1.500000, 6.500000,1.500215, 6.500001,0.009948,0
0,3,-2.200000, -3.800000,-2.213747, -4.044919,0.245499,0
0,3,3.500000, 2.900000,3.500240, 2.900116,0.009946,0
0,3,0.800000, 1.200000,1.127233, 1.228772,0.328646,0
0,3,-2.600000, -7.500000,-2.689880, -7.615858,0.146959,0
0,3,9.000000, 0.000000,9.000484, -0.008286,0.012979,0
0,4,0.100000, 7.900000,0.117611, 7.937287,0.042409,0
0,4,7.500000, 4.100000,7.400909, 5.659991,1.563166,0
0,4,-3.000000, 0.400000,-2.999339, 0.405594,0.011481,0
0,4,8.200000, -1.600000,7.961207, -1.922496,0.401405,0
0,4,3.600000, 1.100000,3.415867, 0.948244,0.238815,0
0,4,-8.700000, 2.300000,-8.991204, 2.387214,0.304147,0
0,4,3.500000, 6.400000,3.145557, 6.179035,0.417794,0
0,4,5.500000, -6.500000,5.387489, -6.333632,0.201083,0
0,4,-8.300000, 0.000000,-8.684681, -0.473038,0.609786,0
0,4,-4.700000, 1.700000,-4.677534, 1.708223,0.025886,0
0,5,3.300000, -0.300000,3.344128, -0.296133,0.045399,0
0,5,7.300000, -5.200000,7.141499, -5.045099,0.221842,0
0,5,7.500000, 7.100000,7.500182, 7.099953,0.009943,0
0,5,2.800000, 7.600000,2.799492, 7.593544,0.011830,0
0,5,-6.000144, 7.208056,-5.960336, 7.338644,0.136872,0
0,5,0.700000, -2.400000,0.700069, -2.399990,0.009948,0
0,5,-6.300000, -5.700000,-6.302790, -5.693969,0.011962,0
0,5,-7.100000, -1.100000,-7.113670, -1.110561,0.019938,0
0,5,6.700000, -0.500000,6.767662, -0.496062,0.068496,0
0,5,-4.400000, -1.200000,-4.399879, -1.199956,0.009949,0
1,1,8.045052, -8.770215,8.045451, -8.769991,0.000460,1
1,1,7.899587, 1.100038,7.899671, 1.100069,0.000089,0
1,1,3.233877, -8.618020,3.233690, -8.617842,0.000259,1
1,1,4.640343, -8.579004,4.640087, -8.578818,0.000336,1
1,1,-4.796566, -8.528957,-5.212425, -8.757299,0.474424,1
1,1,-4.266148, -6.456156,-4.320966, -8.527202,2.071771,1
1,1,-5.258856, -8.525580,-5.261449, -8.548909,0.023472,1
1,1,-1.318264, -8.529971,-1.318087, -8.530183,0.000318,1
1,1,-8.112835, -8.525927,-8.112714, -8.525992,0.000144,1
1,1,-0.500834, -4.599921,-0.660184, -8.532338,3.935645,1
1,2,1.300509, 0.200029,1.300471, 0.200045,0.000042,0
1,2,-0.019608, -6.949783,-0.042914, -8.700338,1.750711,1
1,2,-1.398639, -5.473279,-1.480476, -7.680474,2.208712,0
1,2,-2.246915, 2.891904,-2.621248, 3.243825,0.513784,0
1,2,-0.499499, -0.600003,-0.499344, -0.599989,0.000156,0
1,2,-9.460221, 5.891068,-9.525221, 6.092449,0.211611,0
1,2,-8.799299, -4.999956,-8.799269, -5.000007,0.000060,0
1,2,-1.931197, -3.703014,-2.031536, -4.270682,0.579071,0
1,2,2.167064, 4.324806,2.296399, 4.442938,0.175165,0
1,2,-7.679318, 4.212630,-4.727011, 4.687264,2.990217,0
1,3,6.403612, 5.489265,6.366060, 5.801370,0.314356,0
1,3,0.400241, 4.699885,-0.509447, 6.629280,2.133096,0
1,3,6.245110, 3.578683,5.746896, 5.018920,1.523975,0
1,3,-3.104753, 8.209672,-3.102040, 8.209991,0.002732,0
1,3,1.500251, 6.500001,1.446126, 6.485639,0.055998,0
1,3,-2.213706, -4.045015,-1.838741, -4.363187,0.491765,0
1,3,3.500239, 2.900082,3.508822, 2.898393,0.008748,0
1,3,1.127236, 1.228739,1.122650, 1.228532,0.004591,0
1,3,-2.689888, -7.615858,-2.091660, -9.187279,1.681440,1
1,3,9.000443, -0.008293,9.004334, 0.017303,0.025890,0
1,4,0.117634, 7.937287,0.294788, 8.409576,0.504421,0
1,4,7.400930, 5.660083,7.357915, 6.352557,0.693808,0
1,4,-2.999372, 0.405594,-2.999121, 0.404764,0.000869,0
1,4,7.961236, -1.922485,7.748467, -2.257614,0.396966,0
1,4,3.415827, 0.948163,3.184198, 0.940775,0.231746,0
1,4,-8.991179, 2.387223,-8.991758, 2.386889,0.000668,0
1,4,3.145498, 6.179065,2.870395, 6.308387,0.303983,0
1,4,5.387482, -6.333613,5.322717, -6.399798,0.092601,0
1,4,-8.684686, -0.473025,-9.006449, -1.021423,0.635823,0
1,4,-4.677549, 1.708224,-4.653553, 1.693239,0.028291,0
1,5,3.344130, -0.296109,3.409944, -0.291276,0.065991,0
1,5,7.141496, -5.045109,7.041968, -4.861815,0.208572,0
1,5,7.500205, 7.099953,7.500332, 7.444574,0.344622,0
1,5,2.799512, 7.593544,2.800964, 7.602421,0.008995,0
1,5,-5.960353, 7.338654,-6.755241, 7.656386,0.856038,0
1,5,0.700092, -2.399990,0.700001, -2.399966,0.000094,0
1,5,-6.302790, -5.693945,-6.302897, -5.693524,0.000435,0
1,5,-7.113670, -1.110585,-7.259854, -1.117410,0.146344,0
1,5,6.767680, -0.496062,6.768001, -0.497043,0.001034,0
1,5,-4.399902, -1.199957,-4.399841, -1.199992,0.000071,0
2,1,8.045371, -8.769923,8.045433, -8.770041,0.000133,1
2,1,7.899580, 1.100070,7.899729, 1.100071,0.000150,0
2,1,3.233553, -8.617826,3.233639, -8.617627,0.000223,1
2,1,4.640121, -8.578852,4.639909, -8.579480,0.000663,1
2,1,-5.212433, -8.757370,-5.211963, -8.757694,0.000571,1
2,1,-4.320950, -8.527158,-4.320847, -8.527055,0.000174,1
2,1,-5.261455, -8.548867,-5.261207, -8.548726,0.000320,1
2,1,-1.318111, -8.530115,-1.271383, -8.822905,0.296495,1
2,1,-8.112684, -8.525947,-8.112468, -8.526223,0.000361,1
2,1,-0.660154, -8.532265,-0.659947, -8.532461,0.000300,1
2,2,1.300523, 0.200045,1.300494, 0.200048,0.000030,0
2,2,-0.042914, -8.700338,-0.042914, -8.700338,0.000000,1
2,2,-1.480350, -7.680590,-1.454248, -8.512329,0.832148,1
2,2,-2.621232, 3.243770,-3.879720, 1.727996,1.970118,0
2,2,-0.499396, -0.599989,-0.499304, -0.599952,0.000100,0
2,2,-9.525223, 6.092474,-9.621591, 6.381126,0.304313,0
2,2,-8.799320, -5.000008,-8.799409, -5.000046,0.000097,0
2,2,-2.031256, -4.270592,-2.015708, -4.424504,0.154695,0
2,2,2.296410, 4.442941,2.443857, 4.553121,0.184066,0
2,2,-4.725642, 4.687350,-1.264683, 5.454167,3.544890,0
2,3,6.366015, 5.801377,6.467605, 5.689294,0.151272,0
2,3,-0.509417, 6.629090,-0.522134, 5.678543,0.950633,0
2,3,5.746840, 5.018957,3.955159, 4.536054,1.855617,0
2,3,-3.102019, 8.209991,-3.101187, 8.208967,0.001320,0
2,3,1.446216, 6.485583,1.397688, 6.497256,0.049913,0
