generation,s-type,s-value, isActive
31,5,0.011835,1
31,6,0.000000,1
31,7,0.000000,1
31,1,0.007742,1
31,2,0.233988,0
31,3,0.057390,1
31,4,0.000000,1
31,5,0.011835,1
31,6,0.000000,1
31,7,0.000000,1
31,1,0.007742,1
31,2,0.233988,0
31,3,0.057390,1
31,4,0.000000,1
31,5,0.011835,1
31,6,0.000000,1
31,7,0.000000,1
31,1,0.007742,1
31,2,0.233988,0
31,3,0.057390,1
31,4,0.000000,1
31,5,0.011835,1
31,6,0.000000,1
31,7,0.000000,1
32,1,0.007742,1
32,2,0.233988,0
32,3,0.057390,1
32,4,0.000000,1
32,5,0.011835,1
32,6,0.000000,1
32,7,0.000000,1
32,1,0.007742,1
32,2,0.233988,0
32,3,0.057390,1
32,4,0.000000,1
32,5,0.011835,1
32,6,0.000000,1
32,7,0.000000,1
32,1,0.007742,1
32,2,0.233988,0
32,3,0.057390,1
32,4,0.000000,1
32,5,0.011835,1
32,6,0.000000,1
32,7,0.000000,1
32,1,0.007742,1
32,2,0.233988,0
32,3,0.057390,1
32,4,0.000000,1
32,5,0.011835,1
32,6,0.000000,1
32,7,0.000000,1
33,1,0.007742,1
33,2,0.233988,0
33,3,0.057390,1
33,4,0.000000,1
33,5,0.011835,1
33,6,0.000000,1
33,7,0.000000,1
33,1,0.007742,1
33,2,0.233988,0
33,3,0.057390,1
33,4,0.000000,1
33,5,0.011835,1
33,6,0.000000,1
33,7,0.000000,1
33,1,0.007742,1
33,2,0.233988,0
33,3,0.057390,1
33,4,0.000000,1
33,5,0.011835,1
33,6,0.000000,1
33,7,0.000000,1
33,1,0.007742,1
33,2,0.233988,0
33,3,0.057390,1
33,4,0.000000,1
33,5,0.011835,1
33,6,0.000000,1
33,7,0.000000,1
34,1,0.007742,1
34,2,0.233988,0
34,3,0.057390,1
34,4,0.140870,1
34,5,0.011835,1
34,6,0.000000,1
34,7,0.000000,1
34,1,0.007742,1
34,2,0.233988,0
34,3,0.057390,1
34,4,0.140870,1
34,5,0.011835,1
34,6,0.000000,1
34,7,0.000000,1
34,1,0.007742,1
34,2,0.233988,0
34,3,0.057390,1
34,4,0.140870,1
34,5,0.011835,1
34,6,0.000000,1
34,7,0.000000,1
34,1,0.007742,1
34,2,0.233988,0
34,3,0.057390,1
34,4,0.140870,1
34,5,0.011835,1
34,6,0.000000,1
34,7,0.000000,1
35,1,0.007742,1
35,2,0.233988,0
35,3,0.057390,1
35,4,0.140870,1
35,5,0.011835,1
35,6,0.000000,1
35,7,0.000000,1
35,1,0.007742,1
35,2,0.233988,0
35,3,0.057390,1
35,4,0.140870,1
35,5,0.011835,1
35,6,0.000000,1
35,7,0.000000,1
35,1,0.007742,1
35,2,0.233988,0
35,3,0.057390,1
35,4,0.140870,1
35,5,0.011835,1
35,6,0.000000,1
35,7,0.000000,1
35,1,0.007742,1
35,2,0.233988,0
35,3,0.057390,1
35,4,0.140870,1
35,5,0.011835,1
35,6,0.000000,1
35,7,0.000000,1
36,1,0.007742,1
36,2,0.233988,0
36,3,0.298325,0
36,4,0.140870,1
36,5,0.011835,1
36,6,0.000000,1
36,7,0.000000,1
36,1,0.007742,1
36,2,0.233988,0
36,3,0.298325,0
36,4,0.140870,1
36,5,0.011835,1
36,6,0.000000,1
36,7,0.000000,1
36,1,0.007742,1
36,2,0.233988,0
36,3,0.298325,0
36,4,0.140870,1
36,5,0.011835,1
36,6,0.000000,1
36,7,0.000000,1
36,1,0.007742,1
36,2,0.233988,0
36,3,0.298325,0
36,4,0.140870,1
36,5,0.011835,1
36,6,0.000000,1
36,7,0.000000,1
37,1,0.007742,1
37,2,0.233988,0
37,3,0.298325,0
37,4,0.084534,1
37,5,0.011835,1
37,6,0.000000,1
37,7,0.000000,1
37,1,0.007742,1
37,2,0.233988,0
37,3,0.298325,0
37,4,0.084534,1
37,5,0.011835,1
37,6,0.000000,1
37,7,0.000000,1
37,1,0.007742,1
37,2,0.233988,0
37,3,0.298325,0
37,4,0.084534,1
37,5,0.011835,1
37,6,0.000000,1
37,7,0.000000,1
37,1,0.007742,1
37,2,0.233988,0
37,3,0.298325,0
37,4,0.084534,1
37,5,0.011835,1
37,6,0.000000,1
37,7,0.000000,1
38,1,0.007742,1
38,2,0.233988,0
38,3,0.298325,0
38,4,0.084534,1
38,5,0.011835,1
38,6,0.000000,1
38,7,0.000000,1
38,1,0.007742,1
38,2,0.233988,0
38,3,0.298325,0
38,4,0.084534,1
38,5,0.011835,1
38,6,0.000000,1
38,7,0.000000,1
38,1,0.007742,1
38,2,0.233988,0
38,3,0.298325,0
38,4,0.084534,1
38,5,0.011835,1
38,6,0.000000,1
38,7,0.000000,1
38,1,0.007742,1
38,2,0.233988,0
38,3,0.298325,0
38,4,0.084534,1
38,5,0.011835,1
38,6,0.000000,1
38,7,0.000000,1
39,1,0.007742,1
39,2,0.233988,0
39,3,0.298325,0
39,4,0.084534,1
39,5,0.011835,1
39,6,0.000000,1
39,7,0.000000,1
39,1,0.007742,1
39,2,0.233988,0
39,3,0.298325,0
39,4,0.084534,1
39,5,0.011835,1
39,6,0.000000,1
39,7,0.000000,1
39,1,0.007742,1
39,2,0.233988,0
39,3,0.298325,0
39,4,0.084534,1
39,5,0.011835,1
39,6,0.000000,1
39,7,0.000000,1
39,1,0.007742,1
39,2,0.233988,0
39,3,0.298325,0
39,4,0.084534,1
39,5,0.011835,1
39,6,0.000000,1
39,7,0.000000,1
40,1,0.007742,1
40,2,0.233988,0
40,3,0.298325,0
40,4,0.084534,1
40,5,0.011835,1
40,6,0.000000,1
40,7,0.000000,1
40,1,0.007742,1
40,2,0.233988,0
40,3,0.298325,0
40,4,0.084534,1
40,5,0.011835,1
40,6,0.000000,1
40,7,0.000000,1
40,1,0.007742,1
40,2,0.233988,0
40,3,0.298325,0
40,4,0.084534,1
40,5,0.011835,1
40,6,0.000000,1
40,7,0.000000,1
40,1,0.007742,1
40,2,0.233988,0
40,3,0.298325,0
40,4,0.084534,1
40,5,0.011835,1
40,6,0.000000,1
40,7,0.000000,1
41,1,0.007742,1
41,2,0.233988,0
41,3,0.298325,0
41,4,0.084534,1
41,5,0.011835,1
41,6,0.000000,1
41,7,0.000000,1
41,1,0.007742,1
41,2,0.233988,0
41,3,0.298325,0
41,4,0.084534,1
41,5,0.011835,1
41,6,0.000000,1
41,7,0.000000,1
41,1,0.007742,1
41,2,0.233988,0
41,3,0.298325,0
41,4,0.084534,1
41,5,0.011835,1
41,6,0.000000,1
41,7,0.000000,1
41,1,0.007742,1
41,2,0.233988,0
41,3,0.298325,0
41,4,0.084534,1
41,5,0.011835,1
41,6,0.000000,1
41,7,0.000000,1
42,1,0.007742,1
42,2,0.233988,0
42,3,0.298325,0
42,4,0.084534,1
42,5,0.011835,1
42,6,0.000000,1
42,7,0.000000,1
42,1,0.007742,1
42,2,0.233988,0
42,3,0.298325,0
42,4,0.084534,1
42,5,0.011835,1
42,6,0.000000,1
42,7,0.000000,1
42,1,0.007742,1
42,2,0.233988,0
42,3,0.298325,0
42,4,0.084534,1
42,5,0.011835,1
42,6,0.000000,1
42,7,0.000000,1
42,1,0.007742,1
42,2,0.233988,0
42,3,0.298325,0
42,4,0.084534,1
42,5,0.011835,1
42,6,0.000000,1
42,7,0.000000,1
43,1,0.007742,1
43,2,0.233988,0
43,3,0.269697,0
43,4,0.084534,1
43,5,0.011835,1
43,6,0.000000,1
43,7,0.000000,1
43,1,0.007742,1
43,2,0.233988,0
43,3,0.269697,0
43,4,0.084534,1
43,5,0.011835,1
43,6,0.000000,1
43,7,0.000000,1
43,1,0.007742,1
43,2,0.233988,0
43,3,0.269697,0
43,4,0.084534,1
43,5,0.011835,1
43,6,0.000000,1
43,7,0.000000,1
43,1,0.007742,1
43,2,0.233988,0
43,3,0.269697,0
43,4,0.084534,1
43,5,0.011835,1
43,6,0.000000,1
43,7,0.000000,1
44,1,0.007742,1
44,2,0.233988,0
44,3,0.269697,0
44,4,0.084534,1
44,5,0.011835,1
44,6,0.000000,1
44,7,0.000000,1
44,1,0.007742,1
44,2,0.233988,0
44,3,0.269697,0
44,4,0.084534,1
44,5,0.011835,1
44,6,0.000000,1
44,7,0.000000,1
44,1,0.007742,1
44,2,0.233988,0
44,3,0.269697,0
44,4,0.084534,1
44,5,0.011835,1
44,6,0.000000,1
44,7,0.000000,1
44,1,0.007742,1
44,2,0.233988,0
44,3,0.269697,0
44,4,0.084534,1
44,5,0.011835,1
44,6,0.000000,1
44,7,0.000000,1
45,1,0.085986,1
45,2,0.233988,0
45,3,0.269697,0
45,4,0.084534,1
