generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,57,0.000000,51,48.990511,4.899051,2400.070165,100,7
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,95,0.000000,95,95.202132,9.666312,9063.445887,97,1
2,0,0.000000,0.000000,0,59,0.000000,59,55.893787,5.827330,3124.115426,92,3
2,1,0.000000,0.500000,0,63,0.000000,63,62.605190,6.260519,3919.409783,100,2
2,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
2,3,0.500000,0.500000,0,95,0.000000,95,95.202132,9.520213,9063.445887,100,1
3,0,0.000000,0.000000,0,59,0.000000,59,59.568263,5.956826,3548.378015,100,1
3,1,0.000000,0.500000,0,63,0.000000,63,63.525527,6.352553,4035.492518,100,1
3,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
3,3,0.500000,0.500000,0,95,0.000000,95,95.202132,9.520213,9063.445887,100,1
4,0,0.000000,0.000000,0,63,0.000000,63,63.197087,6.319709,3993.871772,100,3
4,1,0.000000,0.500000,0,63,0.000000,63,63.525527,6.352553,4035.492518,100,1
4,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
4,3,0.500000,0.500000,0,95,0.000000,95,95.202132,9.520213,9063.445887,100,1
5,0,0.000000,0.000000,0,63,0.000000,63,63.692259,6.369226,4056.703801,100,1
5,1,0.000000,0.500000,0,63,0.000000,63,63.525527,6.352553,4035.492518,100,1
5,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
5,3,0.500000,0.500000,0,95,0.000000,95,95.202132,9.520213,9063.445887,100,1
6,0,0.000000,0.000000,0,63,0.000000,63,63.692259,6.369226,4056.703801,100,1
6,1,0.000000,0.500000,0,63,0.000000,63,63.525527,6.352553,4035.492518,100,1
6,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
6,3,0.500000,0.500000,0,95,0.000000,95,95.202132,9.520213,9063.445887,100,1
7,0,0.000000,0.000000,0,63,0.000000,63,63.692259,6.369226,4056.703801,100,1
7,1,0.000000,0.500000,0,63,0.000000,63,63.525527,6.352553,4035.492518,100,1
7,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
7,3,0.500000,0.500000,0,95,0.000000,95,95.202132,9.520213,9063.445887,100,1
8,0,0.000000,0.000000,0,63,0.000000,63,63.692259,6.369226,4056.703801,100,1
8,1,0.000000,0.500000,0,63,0.000000,63,63.525527,6.352553,4035.492518,100,1
8,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
8,3,0.500000,0.500000,0,95,0.000000,95,95.202132,9.520213,9063.445887,100,1
