# lite logger
# generation,iteration,populationSize,minFitness,maxFitness,avgFitness,t0,t1,t2,t3,t4log:0,9999,100,0.000000,47.368421,0.473684,,, sigma, 
log:1,19999,100,0.000000,68.421053,1.026316, sigma, ,,,
log:2,29999,100,0.000000,34.210526,0.684211,, sigma, ,,,
log:3,39999,100,0.000000,0.000000,0.000000,,,,,
log:4,49999,100,0.000000,0.000000,0.000000,,,,,
log:5,59999,100,0.000000,0.000000,0.000000,,,,,
log:6,69999,100,0.000000,34.210526,0.342105,,,,sigma, 
log:7,79999,100,0.000000,0.000000,0.000000,,,,,
log:8,89999,100,0.000000,0.000000,0.000000,,,,,
log:9,99999,100,0.000000,0.000000,0.000000,,,,,
log:10,109999,100,0.000000,0.000000,0.000000,,,,,
log:11,119999,100,0.000000,0.000000,0.000000,,,,,
log:12,129999,100,0.000000,0.000000,0.000000,,,,,
log:13,139999,100,0.000000,0.000000,0.000000,,,,,
log:14,149999,100,0.000000,0.000000,0.000000,,,,,
log:15,159999,100,0.000000,0.000000,0.000000,,,,,
log:16,169999,100,0.000000,0.000000,0.000000,,,,,
log:17,179999,100,0.000000,0.000000,0.000000,,,,,
log:18,189999,100,0.000000,0.000000,0.000000,,,,,
log:19,199999,100,0.000000,0.000000,0.000000,,,,,
log:20,209999,100,0.000000,0.000000,0.000000,,,,,
log:21,219999,100,0.000000,0.000000,0.000000,,,,,
log:22,229999,100,0.000000,0.000000,0.000000,,,,,
log:23,239999,100,0.000000,0.000000,0.000000,,,,,
log:24,249999,100,0.000000,0.000000,0.000000,,,,,
log:25,259999,100,0.000000,0.000000,0.000000,,,,,
log:26,269999,100,0.000000,0.000000,0.000000,,,,,
log:27,279999,100,0.000000,34.210526,0.342105,,,,
log:28,289999,100,0.000000,0.000000,0.000000,,,,,
log:29,299999,100,0.000000,0.000000,0.000000,,,,,
log:30,309999,100,0.000000,0.000000,0.000000,,,,,
log:31,319999,100,0.000000,0.000000,0.000000,,,,,
log:32,329999,100,0.000000,0.000000,0.000000,,,,,
log:33,339999,100,0.000000,0.000000,0.000000,,,,,
log:34,349999,100,0.000000,0.000000,0.000000,,,,,
log:35,359999,100,0.000000,0.000000,0.000000,,,,,
log:36,369999,100,0.000000,0.000000,0.000000,,,,,
log:37,379999,100,0.000000,0.000000,0.000000,,,,,
log:38,389999,100,0.000000,0.000000,0.000000,,,,,
log:39,399999,100,0.000000,0.000000,0.000000,,,,,
log:40,409999,100,0.000000,0.000000,0.000000,,,,,
log:41,419999,100,0.000000,0.000000,0.000000,,,,,
log:42,429999,100,0.000000,0.000000,0.000000,,,,,
log:43,439999,100,0.000000,0.000000,0.000000,,,,,
log:44,449999,100,0.000000,0.000000,0.000000,,,,,
log:45,459999,100,0.000000,0.000000,0.000000,,,,,
log:46,469999,100,0.000000,0.000000,0.000000,,,,,
log:47,479999,100,0.000000,0.000000,0.000000,,,,,
log:48,489999,100,0.000000,0.000000,0.000000,,,,,
log:49,499999,100,0.000000,0.000000,0.000000,,,,,
