generation,iteration,robot,birthday,ancestor_id,ancestor_birthday,cell_id,age,sigma,maps,genomes,fitness,cells_in_map,dist_max,dist_pot_max,dist_total,com_rx,com_tx,obj_group1,obj_group2,obj_group3,obj_group4,obj_group5
0,9999,0,0,0,0,99,9999,0.100000,0,0,47.368421,0,11.000000,0.000000,21.126486,0,0,1,0,0,0,0
0,9999,1,0,1,0,99,9999,0.100000,0,0,47.368421,0,8.000000,0.000000,28.001497,0,0,1,0,0,0,0
0,9999,2,0,2,0,49,9999,0.100000,0,0,0.000000,0,7.000000,0.000000,21.300669,0,0,0,0,0,0,0
0,9999,3,0,3,0,49,9999,0.100000,0,0,0.000000,0,3.000000,0.000000,10.276807,0,0,0,0,0,0,0
0,9999,4,0,4,0,49,9999,0.100000,0,0,0.000000,0,4.000000,0.000000,5.538059,0,0,0,0,0,0,0
0,9999,5,0,5,0,49,9999,0.100000,0,0,0.000000,0,12.000000,0.000000,22.864891,0,0,0,0,0,0,0
0,9999,6,0,6,0,49,9999,0.100000,0,0,0.000000,0,4.000000,0.000000,11.211717,0,0,0,0,0,0,0
0,9999,7,0,7,0,49,9999,0.100000,0,0,0.000000,0,10.000000,0.000000,15.952558,0,0,0,0,0,0,0
0,9999,8,0,8,0,99,9999,0.100000,0,0,47.368421,0,9.000000,0.000000,22.880368,0,0,1,0,0,0,0
0,9999,9,0,9,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,23.486396,0,0,0,0,0,0,0
0,9999,10,0,10,0,49,9999,0.100000,0,0,0.000000,0,10.000000,0.000000,15.832773,0,0,0,0,0,0,0
0,9999,11,0,11,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,19.700832,0,0,0,0,0,0,0
0,9999,12,0,12,0,49,9999,0.100000,0,0,0.000000,0,5.000000,0.000000,16.270097,0,0,0,0,0,0,0
0,9999,13,0,13,0,49,9999,0.100000,0,0,0.000000,0,12.000000,0.000000,28.319298,0,0,0,0,0,0,0
0,9999,14,0,14,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,10.968801,0,0,0,0,0,0,0
0,9999,15,0,15,0,49,9999,0.100000,0,0,0.000000,0,7.000000,0.000000,8.097341,0,0,0,0,0,0,0
0,9999,16,0,16,0,49,9999,0.100000,0,0,0.000000,0,5.000000,0.000000,14.727985,0,0,0,0,0,0,0
0,9999,17,0,17,0,99,9999,0.100000,0,0,47.368421,0,8.000000,0.000000,16.127127,0,0,1,0,0,0,0
0,9999,18,0,18,0,49,9999,0.100000,0,0,0.000000,0,7.000000,0.000000,17.066737,0,0,0,0,0,0,0
0,9999,19,0,19,0,49,9999,0.100000,0,0,0.000000,0,7.000000,0.000000,19.623539,0,0,0,0,0,0,0
0,9999,20,0,20,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,24.023652,0,0,0,0,0,0,0
0,9999,21,0,21,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,21.639186,0,0,0,0,0,0,0
0,9999,22,0,22,0,49,9999,0.100000,0,0,0.000000,0,6.000000,0.000000,14.246660,0,0,0,0,0,0,0
0,9999,23,0,23,0,49,9999,0.100000,0,0,0.000000,0,3.000000,0.000000,10.852740,0,0,0,0,0,0,0
0,9999,24,0,24,0,49,9999,0.100000,0,0,0.000000,0,5.000000,0.000000,14.544734,0,0,0,0,0,0,0
0,9999,25,0,25,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,12.371887,0,0,0,0,0,0,0
0,9999,26,0,26,0,49,9999,0.100000,0,0,0.000000,0,11.000000,0.000000,15.985625,0,0,0,0,0,0,0
0,9999,27,0,27,0,49,9999,0.100000,0,0,0.000000,0,4.000000,0.000000,8.458587,0,0,0,0,0,0,0
0,9999,28,0,28,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,14.351066,0,0,0,0,0,0,0
0,9999,29,0,29,0,49,9999,0.100000,0,0,0.000000,0,6.000000,0.000000,20.638161,0,0,0,0,0,0,0
0,9999,30,0,30,0,49,9999,0.100000,0,0,0.000000,0,6.000000,0.000000,9.673790,0,0,0,0,0,0,0
0,9999,31,0,31,0,49,9999,0.100000,0,0,0.000000,0,10.000000,0.000000,12.516631,0,0,0,0,0,0,0
0,9999,32,0,32,0,49,9999,0.100000,0,0,0.000000,0,10.000000,0.000000,21.876548,0,0,0,0,0,0,0
0,9999,33,0,33,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,11.161864,0,0,0,0,0,0,0
0,9999,34,0,34,0,99,9999,0.100000,0,0,47.368421,0,8.000000,0.000000,22.095024,0,0,1,0,0,0,0
0,9999,35,0,35,0,49,9999,0.100000,0,0,0.000000,0,3.000000,0.000000,12.888211,0,0,0,0,0,0,0
0,9999,36,0,36,0,49,9999,0.100000,0,0,0.000000,0,4.000000,0.000000,7.380726,0,0,0,0,0,0,0
0,9999,37,0,37,0,49,9999,0.100000,0,0,0.000000,0,8.000000,0.000000,12.640432,0,0,0,0,0,0,0
0,9999,38,0,38,0,49,9999,0.100000,0,0,0.000000,0,8.000000,0.000000,19.360379,0,0,0,0,0,0,0
0,9999,39,0,39,0,49,9999,0.100000,0,0,0.000000,0,4.000000,0.000000,7.660420,0,0,0,0,0,0,0
0,9999,40,0,40,0,49,9999,0.100000,0,0,0.000000,0,7.000000,0.000000,22.897406,0,0,0,0,0,0,0
0,9999,41,0,41,0,49,9999,0.100000,0,0,0.000000,0,13.000000,0.000000,16.823631,0,0,0,0,0,0,0
0,9999,42,0,42,0,49,9999,0.100000,0,0,0.000000,0,6.000000,0.000000,15.962444,0,0,0,0,0,0,0
0,9999,43,0,43,0,49,9999,0.100000,0,0,0.000000,0,11.000000,0.000000,15.802992,0,0,0,0,0,0,0
0,9999,44,0,44,0,49,9999,0.100000,0,0,0.000000,0,4.000000,0.000000,4.843830,0,0,0,0,0,0,0
0,9999,45,0,45,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,15.956428,0,0,0,0,0,0,0
0,9999,46,0,46,0,49,9999,0.100000,0,0,0.000000,0,8.000000,0.000000,9.845767,0,0,0,0,0,0,0
0,9999,47,0,47,0,99,9999,0.100000,0,0,47.368421,0,9.000000,0.000000,27.523502,0,0,1,0,0,0,0
0,9999,48,0,48,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,24.965480,0,0,0,0,0,0,0
0,9999,49,0,49,0,49,9999,0.100000,0,0,0.000000,0,8.000000,0.000000,21.495311,0,0,0,0,0,0,0
0,9999,50,0,50,0,49,9999,0.100000,0,0,0.000000,0,6.000000,0.000000,16.669922,0,0,0,0,0,0,0
0,9999,51,0,51,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,29.936640,0,0,0,0,0,0,0
0,9999,52,0,52,0,49,9999,0.100000,0,0,0.000000,0,12.000000,0.000000,14.181460,0,0,0,0,0,0,0
0,9999,53,0,53,0,49,9999,0.100000,0,0,0.000000,0,11.000000,0.000000,22.762957,0,0,0,0,0,0,0
0,9999,54,0,54,0,49,9999,0.100000,0,0,0.000000,0,12.000000,0.000000,14.099857,0,0,0,0,0,0,0
0,9999,55,0,55,0,49,9999,0.100000,0,0,0.000000,0,10.000000,0.000000,15.358333,0,0,0,0,0,0,0
0,9999,56,0,56,0,49,9999,0.100000,0,0,0.000000,0,6.000000,0.000000,20.192813,0,0,0,0,0,0,0
0,9999,57,0,57,0,49,9999,0.100000,0,0,0.000000,0,8.000000,0.000000,15.160797,0,0,0,0,0,0,0
0,9999,58,0,58,0,49,9999,0.100000,0,0,0.000000,0,3.000000,0.000000,8.804947,0,0,0,0,0,0,0
0,9999,59,0,59,0,49,9999,0.100000,0,0,0.000000,0,12.000000,0.000000,16.758087,0,0,0,0,0,0,0
0,9999,60,0,60,0,49,9999,0.100000,0,0,0.000000,0,12.000000,0.000000,15.639853,0,0,0,0,0,0,0
0,9999,61,0,61,0,49,9999,0.100000,0,0,0.000000,0,7.000000,0.000000,15.526902,0,0,0,0,0,0,0
0,9999,62,0,62,0,49,9999,0.100000,0,0,0.000000,0,6.000000,0.000000,16.652524,0,0,0,0,0,0,0
0,9999,63,0,63,0,49,9999,0.100000,0,0,0.000000,0,5.000000,0.000000,13.002264,0,0,0,0,0,0,0
0,9999,64,0,64,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,13.447211,0,0,0,0,0,0,0
0,9999,65,0,65,0,49,9999,0.100000,0,0,0.000000,0,11.000000,0.000000,17.452042,0,0,0,0,0,0,0
0,9999,66,0,66,0,49,9999,0.100000,0,0,0.000000,0,9.000000,0.000000,21.657837,0,0,0,0,0,0,0
