generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,62,0.000000,62,61.708251,6.170825,3807.908233,100,3
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,47,0.000000,47,39.193424,4.201976,1536.124497,87,2
2,0,0.000000,0.000000,0,71,0.000000,71,67.250587,6.793335,4522.641475,98,4
2,1,0.000000,0.500000,0,62,0.000000,62,62.845083,6.284508,3949.504474,100,1
2,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
2,3,0.500000,0.500000,0,47,0.000000,47,47.368421,4.736842,2243.767313,100,1
3,0,0.000000,0.000000,0,71,0.000000,71,71.302469,7.130247,5084.042031,100,1
3,1,0.000000,0.500000,0,62,0.000000,62,62.845083,6.284508,3949.504474,100,1
3,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
3,3,0.500000,0.500000,0,69,0.000000,69,59.953735,5.995374,3594.450370,100,2
4,0,0.000000,0.000000,0,71,0.000000,71,71.302469,7.130247,5084.042031,100,1
4,1,0.000000,0.500000,0,62,0.000000,62,62.845083,6.284508,3949.504474,100,1
4,2,0.500000,0.000000,0,70,0.000000,70,70.229548,10.136762,4932.189462,48,1
4,3,0.500000,0.500000,0,69,0.000000,69,69.944017,6.994402,4892.165464,100,1
5,0,0.000000,0.000000,0,71,0.000000,71,71.302469,7.130247,5084.042031,100,1
5,1,0.000000,0.500000,0,62,0.000000,62,62.845083,6.284508,3949.504474,100,1
5,2,0.500000,0.000000,0,70,0.000000,70,70.229548,7.022955,4932.189462,100,1
5,3,0.500000,0.500000,0,69,0.000000,69,69.944017,6.994402,4892.165464,100,1
6,0,0.000000,0.000000,0,71,0.000000,71,71.302469,7.130247,5084.042031,100,1
6,1,0.000000,0.500000,0,62,0.000000,62,62.845083,6.284508,3949.504474,100,1
6,2,0.500000,0.000000,0,70,0.000000,70,70.229548,7.022955,4932.189462,100,1
6,3,0.500000,0.500000,0,69,0.000000,69,69.944017,6.994402,4892.165464,100,1
7,0,0.000000,0.000000,0,71,0.000000,71,71.302469,7.130247,5084.042031,100,1
7,1,0.000000,0.500000,0,67,0.000000,67,66.555073,6.655507,4429.577722,100,2
7,2,0.500000,0.000000,0,71,0.000000,70,70.766736,7.076674,5007.930856,100,2
7,3,0.500000,0.500000,0,69,0.000000,69,69.944017,6.994402,4892.165464,100,1
8,0,0.000000,0.000000,0,71,0.000000,71,71.302469,7.130247,5084.042031,100,1
8,1,0.000000,0.500000,0,67,0.000000,67,67.943159,6.794316,4616.272874,100,1
8,2,0.500000,0.000000,0,71,0.000000,71,71.367649,7.136765,5093.341365,100,1
8,3,0.500000,0.500000,0,69,0.000000,69,69.944017,6.994402,4892.165464,100,1
