generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,55,0.000000,48,50.083064,5.033537,2508.313265,99,5
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,84,0.000000,84,74.792315,7.479231,5593.890331,100,2
2,0,0.000000,0.000000,0,58,0.000000,58,56.692981,5.847435,3214.094101,94,2
2,1,0.000000,0.500000,0,58,0.000000,58,57.473643,5.747364,3303.219585,100,2
2,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
2,3,0.500000,0.500000,0,84,0.000000,84,84.947904,8.494790,7216.146387,100,1
3,0,0.000000,0.000000,0,58,0.000000,58,58.427937,5.842794,3413.823772,100,1
3,1,0.000000,0.500000,0,70,0.000000,62,63.247904,6.324790,4000.297361,100,3
3,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
3,3,0.500000,0.500000,0,84,0.000000,84,84.947904,8.494790,7216.146387,100,1
4,0,0.000000,0.000000,0,58,0.000000,58,58.427937,5.842794,3413.823772,100,1
4,1,0.000000,0.500000,0,70,0.000000,70,70.665235,7.066523,4993.575406,100,1
4,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
4,3,0.500000,0.500000,0,84,0.000000,84,84.947904,8.494790,7216.146387,100,1
5,0,0.000000,0.000000,0,63,0.000000,63,61.858744,6.185874,3826.504189,100,2
5,1,0.000000,0.500000,0,86,0.000000,86,81.610145,8.161015,6660.215774,100,2
5,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
5,3,0.500000,0.500000,0,84,0.000000,84,84.947904,8.494790,7216.146387,100,1
6,0,0.000000,0.000000,0,63,0.000000,63,63.955837,6.395584,4090.349046,100,1
6,1,0.000000,0.500000,0,86,0.000000,86,86.710946,8.671095,7518.788084,100,1
6,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
6,3,0.500000,0.500000,0,84,0.000000,84,84.947904,8.494790,7216.146387,100,1
7,0,0.000000,0.000000,0,66,0.000000,63,64.424939,6.442494,4150.572727,100,2
7,1,0.000000,0.500000,0,86,0.000000,86,86.710946,8.671095,7518.788084,100,1
7,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
7,3,0.500000,0.500000,0,84,0.000000,84,84.947904,8.494790,7216.146387,100,1
8,0,0.000000,0.000000,0,66,0.000000,66,66.159871,6.615987,4377.128479,100,1
8,1,0.000000,0.500000,0,86,0.000000,86,86.710946,8.671095,7518.788084,100,1
8,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
8,3,0.500000,0.500000,0,84,0.000000,84,84.947904,8.494790,7216.146387,100,1
