generation,resource_type,initial_x_pos, initial_y_pos, final_x_pos, final_y_pos, distance, isCollected
0,1,-9.400000, -2.400000,-9.163209, -3.093585,0.732914,0
0,1,8.500000, 9.000000,8.499344, 8.999928,0.009869,0
0,1,-2.700000, -3.200000,-2.700883, -3.199986,0.009888,0
0,1,-4.400000, 6.600000,-6.200381, -8.526240,15.233011,1
0,1,-3.700000, 4.900000,-3.827997, -8.526473,13.427087,1
0,1,-4.600000, 3.200000,-4.882051, 2.961302,0.369620,0
0,1,0.900000, 1.900000,0.589699, -8.568527,10.473130,1
0,1,-7.000000, -1.500000,-8.832898, -2.029077,1.907756,0
0,1,6.600000, 6.100000,6.599447, 6.100059,0.009863,0
0,1,-4.800000, -5.500000,-4.968708, -8.529480,3.034190,1
0,1,-5.700000, 1.200000,-5.700722, 1.200083,0.009874,0
0,1,-6.800000, 6.800000,-6.987365, 6.694067,0.215460,0
0,1,-3.500000, -5.100000,-3.438049, -8.530134,3.430708,1
0,1,3.700000, -6.700000,3.681593, -8.743997,2.044103,1
0,1,8.600000, -5.500000,8.599618, -5.499924,0.009855,0
0,1,-7.800000, 6.300000,-8.640998, -8.527505,14.851339,1
0,1,-1.400000, -2.800000,-1.596246, -8.669417,5.872705,1
0,1,6.100000, 1.400000,5.709264, -8.572233,9.979890,1
0,1,-6.900000, -7.400000,-6.735565, -8.521297,1.133331,1
0,1,2.200000, 7.700000,-0.043541, -8.572085,16.426026,1
0,1,0.800000, -4.900000,0.494412, -8.707334,3.819590,1
0,1,-9.000000, 2.600000,-8.968077, -8.526320,11.126369,1
0,1,1.700000, 1.100000,0.717407, -8.663915,9.813237,1
0,1,4.300000, 2.800000,4.564526, -8.549411,11.352497,1
0,1,-7.800000, 5.400000,-8.407997, -4.632311,10.050722,0
0,1,2.000000, 5.700000,1.921048, 5.468996,0.244322,0
0,1,3.100000, 5.100000,3.099338, 5.100014,0.009868,0
0,1,-0.500000, -4.700000,-1.539235, -8.526890,3.965500,1
0,1,7.800000, 3.800000,8.795146, -0.951580,4.854680,0
0,1,-5.900000, 0.100000,-5.757857, -8.527270,8.628447,1
0,2,5.200000, -3.900000,4.479841, -3.931064,0.720894,0
0,2,4.100000, 7.100000,3.571885, 7.081062,0.528548,0
0,2,0.900000, 3.000000,-1.579995, 1.801561,2.754402,0
0,2,-9.500000, -4.200000,-9.553427, -4.081369,0.130454,0
0,2,9.100000, 3.400000,9.100804, 3.400111,0.009967,0
