generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,54,0.000000,49,47.430097,4.743010,2249.614147,100,8
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,47,0.000000,47,47.368421,5.021043,2243.767313,89,2
2,0,0.000000,0.000000,0,79,0.000000,59,64.585960,6.458596,4171.346277,100,6
2,1,0.000000,0.500000,0,54,0.000000,54,54.347457,5.434746,2953.646094,100,1
2,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
2,3,0.500000,0.500000,0,47,0.000000,47,47.368421,4.736842,2243.767313,100,2
3,0,0.000000,0.000000,0,79,0.000000,79,79.703761,7.970376,6352.689514,100,1
3,1,0.000000,0.500000,0,54,0.000000,54,54.347457,5.434746,2953.646094,100,1
3,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
3,3,0.500000,0.500000,0,47,0.000000,47,47.368421,4.736842,2243.767313,100,2
4,0,0.000000,0.000000,0,79,0.000000,79,79.703761,7.970376,6352.689514,100,1
4,1,0.000000,0.500000,0,62,0.000000,62,61.929694,6.192969,3835.286949,100,2
4,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
4,3,0.500000,0.500000,0,47,0.000000,47,47.368421,4.736842,2243.767313,100,2
5,0,0.000000,0.000000,0,79,0.000000,79,79.703761,7.970376,6352.689514,100,1
5,1,0.000000,0.500000,0,66,0.000000,66,65.052761,6.505276,4231.861657,100,2
5,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
5,3,0.500000,0.500000,0,47,0.000000,47,47.368421,4.736842,2243.767313,100,2
6,0,0.000000,0.000000,0,79,0.000000,79,79.703761,7.970376,6352.689514,100,1
6,1,0.000000,0.500000,0,66,0.000000,66,66.619176,6.661918,4438.114629,100,1
6,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
6,3,0.500000,0.500000,0,47,0.000000,47,47.368421,4.736842,2243.767313,100,2
7,0,0.000000,0.000000,0,79,0.000000,79,79.703761,7.970376,6352.689514,100,1
7,1,0.000000,0.500000,0,66,0.000000,66,66.619176,6.661918,4438.114629,100,1
7,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
7,3,0.500000,0.500000,0,47,0.000000,47,47.368421,4.736842,2243.767313,100,2
8,0,0.000000,0.000000,0,79,0.000000,79,79.703761,7.970376,6352.689514,100,1
8,1,0.000000,0.500000,0,66,0.000000,66,66.619176,6.661918,4438.114629,100,1
8,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
8,3,0.500000,0.500000,0,47,0.000000,47,47.368421,4.736842,2243.767313,100,2
