generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,56,0.000000,42,46.716053,4.671605,2182.389600,100,8
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,72,0.000000,72,72.405027,13.683264,5242.487976,28,1
2,0,0.000000,0.000000,0,64,0.000000,64,63.937164,6.425927,4087.960923,99,2
2,1,0.000000,0.500000,0,62,0.000000,56,58.669112,5.866911,3442.064757,100,2
2,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
2,3,0.500000,0.500000,0,89,0.000000,81,81.523433,8.152343,6646.070091,100,2
3,0,0.000000,0.000000,0,77,0.000000,77,73.698789,7.369879,5431.511475,100,2
3,1,0.000000,0.500000,0,62,0.000000,62,62.120464,6.212046,3858.952029,100,1
3,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
3,3,0.500000,0.500000,0,89,0.000000,89,89.719854,8.971985,8049.652206,100,1
4,0,0.000000,0.000000,0,77,0.000000,77,77.519669,7.751967,6009.299056,100,1
4,1,0.000000,0.500000,0,66,0.000000,66,66.684931,6.668493,4446.879997,100,2
4,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
4,3,0.500000,0.500000,0,89,0.000000,89,89.719854,8.971985,8049.652206,100,1
5,0,0.000000,0.000000,0,77,0.000000,77,77.519669,7.751967,6009.299056,100,1
5,1,0.000000,0.500000,0,66,0.000000,66,66.868356,6.686836,4471.376996,100,1
5,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
5,3,0.500000,0.500000,0,89,0.000000,89,89.719854,8.971985,8049.652206,100,1
6,0,0.000000,0.000000,0,77,0.000000,77,77.519669,7.751967,6009.299056,100,1
6,1,0.000000,0.500000,0,66,0.000000,66,66.868356,6.686836,4471.376996,100,1
6,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
6,3,0.500000,0.500000,0,99,0.000000,99,98.232351,9.823235,9649.594699,100,2
7,0,0.000000,0.000000,0,77,0.000000,77,77.519669,7.751967,6009.299056,100,1
7,1,0.000000,0.500000,0,66,0.000000,66,66.868356,6.686836,4471.376996,100,1
7,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
7,3,0.500000,0.500000,0,99,0.000000,99,99.034493,9.903449,9807.830770,100,1
8,0,0.000000,0.000000,0,77,0.000000,77,77.519669,7.751967,6009.299056,100,1
8,1,0.000000,0.500000,0,66,0.000000,66,66.868356,6.686836,4471.376996,100,1
8,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
8,3,0.500000,0.500000,0,99,0.000000,99,99.034493,9.903449,9807.830770,100,1
