generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,60,0.000000,47,49.403196,4.940320,2440.675813,100,11
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,44,0.000000,44,44.642528,5.413702,1992.955315,68,1
2,0,0.000000,0.000000,0,70,0.000000,62,61.278158,6.127816,3755.012598,100,5
2,1,0.000000,0.500000,0,60,0.000000,60,60.371521,6.037152,3644.720529,100,1
2,2,0.500000,0.000000,0,13,0.000000,0,6.080589,0.716604,36.973557,72,2
2,3,0.500000,0.500000,0,46,0.000000,46,46.049247,4.604925,2120.533157,100,2
3,0,0.000000,0.000000,0,70,0.000000,70,70.953346,7.095335,5034.377242,100,1
3,1,0.000000,0.500000,0,60,0.000000,60,60.371521,6.037152,3644.720529,100,1
3,2,0.500000,0.000000,0,13,0.000000,13,13.687088,1.368709,187.336376,100,1
3,3,0.500000,0.500000,0,46,0.000000,46,46.461175,4.646118,2158.640824,100,1
4,0,0.000000,0.000000,0,70,0.000000,70,70.953346,7.095335,5034.377242,100,1
4,1,0.000000,0.500000,0,60,0.000000,60,60.371521,6.037152,3644.720529,100,1
4,2,0.500000,0.000000,0,37,0.000000,13,17.246703,1.724670,297.448749,100,2
4,3,0.500000,0.500000,0,46,0.000000,46,46.461175,4.646118,2158.640824,100,1
5,0,0.000000,0.000000,0,70,0.000000,70,70.953346,7.095335,5034.377242,100,1
5,1,0.000000,0.500000,0,60,0.000000,60,60.371521,6.037152,3644.720529,100,1
5,2,0.500000,0.000000,0,38,0.000000,38,38.564768,3.856477,1487.241316,100,2
5,3,0.500000,0.500000,0,46,0.000000,46,46.461175,4.646118,2158.640824,100,1
6,0,0.000000,0.000000,0,70,0.000000,70,70.953346,7.095335,5034.377242,100,1
6,1,0.000000,0.500000,0,60,0.000000,60,60.371521,6.037152,3644.720529,100,1
6,2,0.500000,0.000000,0,40,0.000000,40,40.806202,4.080620,1665.146099,100,2
6,3,0.500000,0.500000,0,46,0.000000,46,46.461175,4.646118,2158.640824,100,1
7,0,0.000000,0.000000,0,70,0.000000,70,70.953346,7.095335,5034.377242,100,1
7,1,0.000000,0.500000,0,60,0.000000,60,60.371521,6.037152,3644.720529,100,1
7,2,0.500000,0.000000,0,42,0.000000,42,41.855841,4.185584,1751.911460,100,2
7,3,0.500000,0.500000,0,46,0.000000,46,46.461175,4.646118,2158.640824,100,1
8,0,0.000000,0.000000,0,70,0.000000,70,70.953346,7.095335,5034.377242,100,1
8,1,0.000000,0.500000,0,60,0.000000,60,60.371521,6.037152,3644.720529,100,1
8,2,0.500000,0.000000,0,42,0.000000,42,42.132167,4.213217,1775.119488,100,1
8,3,0.500000,0.500000,0,46,0.000000,46,46.461175,4.646118,2158.640824,100,1
