generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,60,0.000000,60,57.933566,5.793357,3356.298032,100,6
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,62,0.000000,62,62.659310,10.164682,3926.189129,38,1
2,0,0.000000,0.000000,0,66,0.000000,66,63.970746,6.397075,4092.256304,100,3
2,1,0.000000,0.500000,0,60,0.000000,60,60.834903,6.083490,3700.885450,100,1
2,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
2,3,0.500000,0.500000,0,62,0.000000,62,62.659310,6.265931,3926.189129,100,1
3,0,0.000000,0.000000,0,70,0.000000,66,68.497302,6.849730,4691.880417,100,2
3,1,0.000000,0.500000,0,62,0.000000,60,60.896311,6.089631,3708.360721,100,2
3,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
3,3,0.500000,0.500000,0,62,0.000000,62,62.659310,6.265931,3926.189129,100,1
4,0,0.000000,0.000000,0,70,0.000000,70,70.713248,7.071325,5000.363389,100,1
4,1,0.000000,0.500000,0,62,0.000000,62,62.351963,6.235196,3887.767234,100,1
4,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
4,3,0.500000,0.500000,0,62,0.000000,62,62.659310,6.265931,3926.189129,100,1
5,0,0.000000,0.000000,0,70,0.000000,70,70.713248,7.071325,5000.363389,100,1
5,1,0.000000,0.500000,0,62,0.000000,62,62.351963,6.235196,3887.767234,100,1
5,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
5,3,0.500000,0.500000,0,62,0.000000,62,62.659310,6.265931,3926.189129,100,1
6,0,0.000000,0.000000,0,70,0.000000,70,70.713248,7.071325,5000.363389,100,1
6,1,0.000000,0.500000,0,62,0.000000,62,62.351963,6.235196,3887.767234,100,1
6,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
6,3,0.500000,0.500000,0,62,0.000000,62,62.659310,6.265931,3926.189129,100,1
7,0,0.000000,0.000000,0,70,0.000000,70,70.713248,7.071325,5000.363389,100,1
7,1,0.000000,0.500000,0,62,0.000000,62,62.351963,6.235196,3887.767234,100,1
7,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
7,3,0.500000,0.500000,0,62,0.000000,62,62.659310,6.265931,3926.189129,100,1
8,0,0.000000,0.000000,0,70,0.000000,70,70.713248,7.071325,5000.363389,100,1
8,1,0.000000,0.500000,0,62,0.000000,62,62.351963,6.235196,3887.767234,100,1
8,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
8,3,0.500000,0.500000,0,62,0.000000,62,62.659310,6.265931,3926.189129,100,1
