generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,58,0.000000,51,52.147492,5.214749,2719.360953,100,10
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,82,0.000000,48,53.803831,6.385340,2894.852238,71,2
2,0,0.000000,0.000000,0,56,0.000000,56,54.259165,5.481003,2944.056933,98,3
2,1,0.000000,0.500000,0,63,0.000000,58,60.488738,6.048874,3658.887411,100,3
2,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
2,3,0.500000,0.500000,0,104,0.000000,82,91.548829,9.154883,8381.188102,100,2
3,0,0.000000,0.000000,0,61,0.000000,58,58.380313,5.838031,3408.260993,100,3
3,1,0.000000,0.500000,0,70,0.000000,67,67.225162,6.722516,4519.222443,100,2
3,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
3,3,0.500000,0.500000,0,104,0.000000,104,104.163320,10.416332,10849.997316,100,1
4,0,0.000000,0.000000,0,63,0.000000,61,61.605285,6.160529,3795.211169,100,2
4,1,0.000000,0.500000,0,70,0.000000,70,70.986971,7.098697,5039.150074,100,1
4,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
4,3,0.500000,0.500000,0,104,0.000000,104,104.163320,10.416332,10849.997316,100,1
5,0,0.000000,0.000000,0,63,0.000000,63,63.101969,6.310197,3981.858493,100,1
5,1,0.000000,0.500000,0,70,0.000000,70,70.986971,7.098697,5039.150074,100,1
5,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
5,3,0.500000,0.500000,0,104,0.000000,104,104.163320,10.416332,10849.997316,100,1
6,0,0.000000,0.000000,0,63,0.000000,63,63.101969,6.310197,3981.858493,100,1
6,1,0.000000,0.500000,0,70,0.000000,70,70.986971,7.098697,5039.150074,100,1
6,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
6,3,0.500000,0.500000,0,104,0.000000,104,104.163320,10.416332,10849.997316,100,1
7,0,0.000000,0.000000,0,63,0.000000,63,63.101969,6.310197,3981.858493,100,1
7,1,0.000000,0.500000,0,70,0.000000,70,70.986971,7.098697,5039.150074,100,1
7,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
7,3,0.500000,0.500000,0,104,0.000000,104,104.163320,10.416332,10849.997316,100,1
8,0,0.000000,0.000000,0,63,0.000000,63,63.101969,6.310197,3981.858493,100,1
8,1,0.000000,0.500000,0,70,0.000000,70,70.986971,7.098697,5039.150074,100,1
8,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
8,3,0.500000,0.500000,0,104,0.000000,104,104.163320,10.416332,10849.997316,100,1
