generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,55,0.000000,50,50.144390,5.039701,2514.459867,99,6
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,106,0.000000,106,106.579988,10.657999,11359.293894,100,1
2,0,0.000000,0.000000,0,64,0.000000,58,56.717276,5.671728,3216.849418,100,5
2,1,0.000000,0.500000,0,57,0.000000,55,55.547889,5.554789,3085.567948,100,2
2,2,0.500000,0.000000,0,1,0.000000,1,1.669196,0.191470,2.786215,76,1
2,3,0.500000,0.500000,0,106,0.000000,106,106.579988,10.657999,11359.293894,100,1
3,0,0.000000,0.000000,0,64,0.000000,64,64.056747,6.405675,4103.266875,100,1
3,1,0.000000,0.500000,0,57,0.000000,57,57.301813,5.730181,3283.497764,100,1
3,2,0.500000,0.000000,0,1,0.000000,1,1.669196,0.166920,2.786215,100,1
3,3,0.500000,0.500000,0,106,0.000000,106,106.579988,10.657999,11359.293894,100,1
4,0,0.000000,0.000000,0,64,0.000000,64,64.056747,6.405675,4103.266875,100,1
4,1,0.000000,0.500000,0,57,0.000000,57,57.301813,5.730181,3283.497764,100,1
4,2,0.500000,0.000000,0,1,0.000000,1,1.669196,0.166920,2.786215,100,1
4,3,0.500000,0.500000,0,106,0.000000,106,106.579988,10.657999,11359.293894,100,1
5,0,0.000000,0.000000,0,64,0.000000,64,64.056747,6.405675,4103.266875,100,1
5,1,0.000000,0.500000,0,57,0.000000,57,57.301813,5.730181,3283.497764,100,1
5,2,0.500000,0.000000,0,1,0.000000,1,1.669196,0.166920,2.786215,100,1
5,3,0.500000,0.500000,0,106,0.000000,106,106.579988,10.657999,11359.293894,100,1
6,0,0.000000,0.000000,0,64,0.000000,64,64.056747,6.405675,4103.266875,100,1
6,1,0.000000,0.500000,0,57,0.000000,57,57.301813,5.730181,3283.497764,100,1
6,2,0.500000,0.000000,0,1,0.000000,1,1.669196,0.166920,2.786215,100,1
6,3,0.500000,0.500000,0,106,0.000000,106,106.579988,10.657999,11359.293894,100,1
7,0,0.000000,0.000000,0,64,0.000000,64,64.056747,6.405675,4103.266875,100,1
7,1,0.000000,0.500000,0,63,0.000000,63,62.717309,6.271731,3933.460824,100,2
7,2,0.500000,0.000000,0,1,0.000000,1,1.669196,0.166920,2.786215,100,1
7,3,0.500000,0.500000,0,106,0.000000,106,106.579988,10.657999,11359.293894,100,1
8,0,0.000000,0.000000,0,64,0.000000,64,64.056747,6.405675,4103.266875,100,1
8,1,0.000000,0.500000,0,63,0.000000,63,63.047187,6.304719,3974.947828,100,1
8,2,0.500000,0.000000,0,1,0.000000,1,1.669196,0.166920,2.786215,100,1
8,3,0.500000,0.500000,0,106,0.000000,106,106.579988,10.657999,11359.293894,100,1
