generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,58,0.000000,54,51.567654,5.156765,2659.222949,100,9
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,0,0.000000,0,0.224525,0.031440,0.050411,51,1
2,0,0.000000,0.000000,0,53,0.000000,53,45.615373,4.561537,2080.762257,100,4
2,1,0.000000,0.500000,0,68,0.000000,68,66.259062,6.625906,4390.263314,100,2
2,2,0.500000,0.000000,0,0,0.000000,0,0.846329,0.267633,0.716273,10,1
2,3,0.500000,0.500000,0,40,0.000000,0,28.380577,2.838058,805.457162,100,2
3,0,0.000000,0.000000,0,58,0.000000,53,54.787141,5.478714,3001.630824,100,2
3,1,0.000000,0.500000,0,68,0.000000,68,68.272067,6.827207,4661.075154,100,1
3,2,0.500000,0.000000,0,0,0.000000,0,0.846329,0.084633,0.716273,100,1
3,3,0.500000,0.500000,0,52,0.000000,52,50.013077,5.001308,2501.307921,100,2
4,0,0.000000,0.000000,0,66,0.000000,58,60.188875,6.018887,3622.700616,100,2
4,1,0.000000,0.500000,0,68,0.000000,68,68.272067,6.827207,4661.075154,100,1
4,2,0.500000,0.000000,0,0,0.000000,0,0.846329,0.084633,0.716273,100,1
4,3,0.500000,0.500000,0,52,0.000000,52,52.650922,5.265092,2772.119582,100,1
5,0,0.000000,0.000000,0,66,0.000000,66,66.158725,6.615872,4376.976870,100,1
5,1,0.000000,0.500000,0,68,0.000000,68,68.272067,6.827207,4661.075154,100,1
5,2,0.500000,0.000000,0,0,0.000000,0,0.846329,0.084633,0.716273,100,1
5,3,0.500000,0.500000,0,52,0.000000,52,52.650922,5.265092,2772.119582,100,1
6,0,0.000000,0.000000,0,66,0.000000,66,66.158725,6.615872,4376.976870,100,1
6,1,0.000000,0.500000,0,68,0.000000,68,68.272067,6.827207,4661.075154,100,1
6,2,0.500000,0.000000,0,0,0.000000,0,0.846329,0.084633,0.716273,100,1
6,3,0.500000,0.500000,0,52,0.000000,52,52.650922,5.265092,2772.119582,100,1
7,0,0.000000,0.000000,0,66,0.000000,66,66.158725,6.615872,4376.976870,100,1
7,1,0.000000,0.500000,0,68,0.000000,68,68.272067,6.827207,4661.075154,100,1
7,2,0.500000,0.000000,0,0,0.000000,0,0.846329,0.084633,0.716273,100,1
7,3,0.500000,0.500000,0,52,0.000000,52,52.650922,5.265092,2772.119582,100,1
8,0,0.000000,0.000000,0,66,0.000000,66,66.158725,6.615872,4376.976870,100,1
8,1,0.000000,0.500000,0,68,0.000000,68,68.272067,6.827207,4661.075154,100,1
8,2,0.500000,0.000000,0,0,0.000000,0,0.846329,0.084633,0.716273,100,1
8,3,0.500000,0.500000,0,52,0.000000,52,52.650922,5.265092,2772.119582,100,1
