generation,iteration,robot,birthday,ancestor_id,ancestor_birthday,cell_id,age,sigma,maps,genomes,fitness,cells_in_map,dist_max,dist_pot_max,dist_total,com_rx,com_tx,obj_group1,obj_group2,obj_group3,obj_group4,obj_group5
0,9999,0,0,0,0,42,9999,0.100000,99,0,0.000000,0,6.000000,22.453514,15.691644,99,99,0,0,0,0,0
0,9999,1,0,1,0,41,9999,0.100000,99,0,0.000000,0,2.000000,17.169379,13.521724,99,99,0,0,0,0,0
0,9999,2,0,2,0,40,9999,0.100000,99,0,0.000000,0,0.000000,27.229045,6.161895,99,99,0,0,0,0,0
0,9999,3,0,3,0,40,9999,0.100000,99,0,0.000000,0,1.000000,27.367786,6.545186,99,99,0,0,0,0,0
0,9999,4,0,4,0,40,9999,0.100000,99,0,0.000000,0,0.000000,18.854942,0.922762,99,99,0,0,0,0,0
0,9999,5,0,5,0,0,9999,0.100000,99,0,0.847622,0,0.000000,21.384639,1.095958,99,99,0,0,0,0,1
0,9999,6,0,6,0,40,9999,0.100000,99,0,0.000000,0,1.000000,27.325415,5.267548,99,99,0,0,0,0,0
0,9999,7,0,7,0,41,9999,0.100000,99,0,0.000000,0,3.000000,15.664804,8.450229,99,99,0,0,0,0,0
0,9999,8,0,8,0,41,9999,0.100000,99,0,0.000000,0,3.000000,20.151355,9.470265,99,99,0,0,0,0,0
0,9999,9,0,9,0,0,9999,0.100000,99,0,0.096468,0,0.000000,28.232115,1.580950,99,99,0,0,0,0,1
0,9999,10,0,10,0,0,9999,0.100000,99,0,0.052535,0,2.000000,27.049634,7.965931,99,99,0,0,0,0,1
0,9999,11,0,11,0,41,9999,0.100000,99,0,0.000000,0,4.000000,31.122737,12.033476,99,99,0,0,0,0,0
0,9999,12,0,12,0,0,9999,0.100000,99,0,0.000631,0,2.000000,27.608237,3.879401,99,99,0,0,0,0,1
0,9999,13,0,13,0,0,9999,0.100000,99,0,0.002318,0,3.000000,31.555742,6.184651,99,99,0,0,0,0,1
0,9999,14,0,14,0,41,9999,0.100000,99,0,0.000000,0,4.000000,28.318297,7.937453,99,99,0,0,0,0,0
0,9999,15,0,15,0,0,9999,0.100000,99,0,0.303621,0,0.000000,25.515798,0.537534,99,99,0,0,0,1,0
0,9999,16,0,16,0,40,9999,0.100000,99,0,0.000000,0,2.000000,22.184006,5.519133,99,99,0,0,0,0,0
0,9999,17,0,17,0,0,9999,0.100000,99,0,0.303374,0,2.000000,23.571293,6.778681,99,99,0,0,0,1,0
0,9999,18,0,18,0,40,9999,0.100000,99,0,0.000000,0,1.000000,26.541463,10.935841,99,99,0,0,0,0,0
0,9999,19,0,19,0,40,9999,0.100000,99,0,0.000000,0,0.000000,24.305593,2.224547,99,99,0,0,0,0,0
0,9999,20,0,20,0,41,9999,0.100000,99,0,0.000000,0,3.000000,24.512064,10.978381,99,99,0,0,0,0,0
0,9999,21,0,21,0,40,9999,0.100000,99,0,0.000000,0,1.000000,16.264982,8.684023,99,99,0,0,0,0,0
0,9999,22,0,22,0,0,9999,0.100000,99,0,0.371383,0,0.000000,29.163768,1.101546,99,99,0,0,1,0,0
0,9999,23,0,23,0,0,9999,0.100000,99,0,0.003205,0,0.000000,26.065491,0.663593,99,99,0,0,0,0,1
0,9999,24,0,24,0,40,9999,0.100000,99,0,0.000000,0,2.000000,26.843396,8.961313,99,99,0,0,0,0,0
0,9999,25,0,25,0,0,9999,0.100000,99,0,0.285051,0,0.000000,15.531726,0.766310,99,99,0,0,0,1,0
0,9999,26,0,26,0,41,9999,0.100000,99,0,0.000000,0,3.000000,24.512408,12.203136,99,99,0,0,0,0,0
0,9999,27,0,27,0,40,9999,0.100000,99,0,0.000000,0,0.000000,26.104968,1.170469,99,99,0,0,0,0,0
0,9999,28,0,28,0,40,9999,0.100000,99,0,0.000000,0,0.000000,23.640015,1.775930,99,99,0,0,0,0,0
0,9999,29,0,29,0,40,9999,0.100000,99,0,0.000000,0,2.000000,19.871677,13.383095,99,99,0,0,0,0,0
0,9999,30,0,30,0,0,9999,0.100000,99,0,0.171647,0,2.000000,28.189283,3.965131,99,99,0,0,0,0,1
0,9999,31,0,31,0,0,9999,0.100000,99,0,0.000421,0,0.000000,20.704205,0.492182,99,99,0,0,0,0,1
