generation,resource_type,initial_x_pos, initial_y_pos, final_x_pos, final_y_pos, distance, isCollected
0,1,-6.600000, -2.100000,-6.872600, -8.651280,6.556957,1
0,1,-4.500000, 3.600000,-5.362827, -8.529047,12.159702,1
0,1,7.800000, 7.400000,7.799576, 7.400045,0.009857,0
0,1,9.000000, -4.400000,8.999155, -4.400000,0.009882,0
0,1,3.500000, -6.600000,3.497281, -8.569157,1.969183,1
0,1,8.600000, -6.800000,8.599217, -6.800046,0.009881,0
0,1,-7.500000, -1.300000,-7.500529, -1.300119,0.009860,0
0,1,6.200000, -1.600000,6.199428, -1.599982,0.009863,0
0,1,-1.800000, 7.000000,-0.741274, -8.524862,15.560924,1
0,1,-8.500000, -4.600000,-8.500788, -4.599880,0.009881,0
0,1,9.000000, 5.700000,8.999485, 5.700020,0.009862,0
0,1,-4.100000, -5.000000,-4.602228, -8.413749,3.450508,1
0,1,-3.100000, -5.400000,-3.527615, -8.632681,3.260855,1
0,1,-3.500000, 8.900000,-3.671072, -8.531308,17.432150,1
0,1,-0.800000, 8.100000,-0.800822, 8.100022,0.009881,0
0,1,0.900000, -7.200000,0.899291, -7.199926,0.009873,0
0,1,5.200000, 8.400000,3.754280, -7.664791,16.129714,0
0,1,-7.200000, 7.100000,-6.996782, 1.438422,5.665232,0
0,1,-0.800000, 3.700000,-1.079062, -8.527462,12.230650,1
0,1,-9.100000, 2.500000,-9.100423, 2.499989,0.009856,0
0,1,6.900000, -1.500000,6.899553, -1.500146,0.009859,0
0,1,0.000000, 4.800000,-0.000735, 4.800030,0.009875,0
0,1,4.500000, 0.700000,4.499506, 0.700187,0.009862,0
0,1,4.700000, 7.500000,2.979769, -8.587976,16.179687,1
0,1,-9.200000, 3.400000,-9.200440, 3.400039,0.009860,0
0,1,-6.900000, 5.900000,-6.840722, 0.964917,4.935447,0
0,1,-3.300000, -1.600000,-3.359813, -1.841544,0.249035,0
0,1,4.800000, -1.500000,4.896615, -1.838007,0.351682,0
0,1,2.500000, -4.600000,2.492626, -8.567688,3.967707,1
0,1,-1.200000, -0.400000,-0.528001, -8.528354,8.156090,1
0,2,0.800000, 8.200000,0.800635, 8.200009,0.009955,0
0,2,-1.700000, 1.900000,-2.341793, 1.586721,0.714240,0
0,2,-4.900000, 4.700000,-6.811398, -8.309973,13.149636,0
0,2,0.700000, -0.700000,0.700646, -0.700018,0.009956,0
0,2,-4.100000, 6.500000,-4.099531, 6.500051,0.009944,0
0,3,-9.100000, -1.700000,-9.099438, -1.689614,0.014358,0
0,3,5.600000, -6.100000,5.600191, -6.100027,0.009937,0
0,3,5.900000, -3.400000,5.928272, -2.733822,0.666852,0
0,3,-0.300000, 6.400000,1.467774, 5.710755,1.897414,0
0,3,6.700000, -6.400000,6.666483, -5.836914,0.564170,0
