generation,map_index,token_ratio,explore_dist,min_fitness,max_fitness,mean_fitness,median_fitness,sd,se,var,n,ancestors
0,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,1,0.000000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
0,3,0.500000,0.500000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,0,0.000000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,1,0.000000,0.500000,0,55,0.000000,55,52.162838,5.216284,2720.961642,100,6
1,2,0.500000,0.000000,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0
1,3,0.500000,0.500000,0,54,0.000000,54,53.382361,5.723190,2849.676491,87,2
2,0,0.000000,0.000000,0,64,0.000000,48,53.693482,5.369348,2882.990031,100,7
2,1,0.000000,0.500000,0,61,0.000000,59,59.487325,5.948732,3538.741818,100,3
2,2,0.500000,0.000000,0,51,0.000000,51,51.936690,5.735448,2697.419730,82,1
2,3,0.500000,0.500000,0,54,0.000000,54,54.680010,5.468001,2989.903505,100,1
3,0,0.000000,0.000000,0,64,0.000000,64,64.329795,6.432979,4138.322500,100,1
3,1,0.000000,0.500000,0,61,0.000000,61,61.781768,6.178177,3816.986879,100,1
3,2,0.500000,0.000000,0,51,0.000000,51,51.936690,5.193669,2697.419730,100,1
3,3,0.500000,0.500000,0,54,0.000000,54,54.680010,5.468001,2989.903505,100,1
4,0,0.000000,0.000000,0,64,0.000000,64,64.329795,6.432979,4138.322500,100,1
4,1,0.000000,0.500000,0,61,0.000000,61,61.781768,6.178177,3816.986879,100,1
4,2,0.500000,0.000000,0,51,0.000000,51,51.936690,5.193669,2697.419730,100,1
4,3,0.500000,0.500000,0,54,0.000000,54,54.680010,5.468001,2989.903505,100,1
5,0,0.000000,0.000000,0,64,0.000000,64,64.329795,6.432979,4138.322500,100,1
5,1,0.000000,0.500000,0,61,0.000000,61,61.781768,6.178177,3816.986879,100,1
5,2,0.500000,0.000000,0,51,0.000000,51,51.936690,5.193669,2697.419730,100,1
5,3,0.500000,0.500000,0,54,0.000000,54,54.680010,5.468001,2989.903505,100,1
6,0,0.000000,0.000000,0,64,0.000000,64,64.329795,6.432979,4138.322500,100,1
6,1,0.000000,0.500000,0,61,0.000000,61,61.781768,6.178177,3816.986879,100,1
6,2,0.500000,0.000000,0,51,0.000000,51,51.936690,5.193669,2697.419730,100,1
6,3,0.500000,0.500000,0,54,0.000000,54,54.680010,5.468001,2989.903505,100,1
7,0,0.000000,0.000000,0,64,0.000000,64,64.329795,6.432979,4138.322500,100,1
7,1,0.000000,0.500000,0,61,0.000000,61,61.781768,6.178177,3816.986879,100,1
7,2,0.500000,0.000000,0,51,0.000000,51,51.936690,5.193669,2697.419730,100,1
7,3,0.500000,0.500000,0,54,0.000000,54,54.680010,5.468001,2989.903505,100,1
8,0,0.000000,0.000000,0,64,0.000000,64,64.329795,6.432979,4138.322500,100,1
8,1,0.000000,0.500000,0,61,0.000000,61,61.781768,6.178177,3816.986879,100,1
8,2,0.500000,0.000000,0,51,0.000000,51,51.936690,5.193669,2697.419730,100,1
